Temperature vs Time(sec):
85.0 , 1
25.4375 , 2
25.4375 , 3
25.5 , 4
25.5 , 5
25.5 , 6
25.5 , 7
25.5 , 8
25.5 , 9
25.5 , 10
25.5 , 11
25.5 , 12
25.5 , 13
25.5 , 14
25.5625 , 15
25.5 , 16
25.5 , 17
25.5625 , 18
25.5625 , 19
25.5625 , 20
25.5625 , 21
25.5625 , 22
25.5625 , 23
25.5625 , 24
25.5625 , 25
25.5 , 26
25.5 , 27
25.5625 , 28
25.5625 , 29
25.5 , 30
25.5625 , 31
25.5 , 32
25.5625 , 33
25.5625 , 34
25.5625 , 35
25.5625 , 36
25.5 , 37
25.5625 , 38
25.5 , 39
25.5625 , 40
25.5 , 41
25.5 , 42
25.5 , 43
25.5625 , 44
25.5 , 45
25.5 , 46
25.5 , 47
25.5 , 48
25.5 , 49
25.5 , 50
25.5 , 51
25.5 , 52
25.5 , 53
25.5 , 54
25.5 , 55
25.5 , 56
25.5 , 57
25.5 , 58
25.5 , 59
25.5 , 0
25.5 , 1
25.5 , 2
25.5 , 3
25.5 , 4
25.5 , 5
25.5 , 6
25.5 , 7
25.5 , 8
25.5 , 9
25.5 , 10
25.5 , 11
25.5 , 12
25.5 , 13
25.4375 , 14
25.5 , 15
25.5 , 16
25.5 , 17
25.5 , 18
25.5 , 19
25.5 , 20
25.5 , 21
25.5 , 22
25.5 , 23
25.4375 , 24
25.5 , 25
25.4375 , 26
25.5 , 27
25.4375 , 28
25.4375 , 29
25.4375 , 30
25.4375 , 31
25.4375 , 32
25.4375 , 33
25.4375 , 34
25.4375 , 35
25.4375 , 36
25.5 , 37
25.4375 , 38
25.4375 , 39
25.4375 , 40
25.4375 , 41
25.4375 , 42
25.4375 , 43
25.4375 , 44
25.4375 , 45
25.5 , 46
25.4375 , 47
25.4375 , 48
25.4375 , 49
25.4375 , 50
25.4375 , 51
25.4375 , 52
25.4375 , 53
25.4375 , 54
25.4375 , 55
25.4375 , 56
25.4375 , 57
25.4375 , 58
25.4375 , 59
25.4375 , 0
25.4375 , 1
25.4375 , 2
25.4375 , 3
25.4375 , 4
25.4375 , 5
25.4375 , 6
25.4375 , 7
25.4375 , 8
25.4375 , 9
25.4375 , 10
25.4375 , 11
25.4375 , 12
25.375 , 13
25.4375 , 14
25.4375 , 15
25.4375 , 16
25.4375 , 17
25.4375 , 18
25.4375 , 19
25.4375 , 20
25.4375 , 21
25.4375 , 22
25.375 , 23
25.4375 , 24
25.4375 , 25
25.4375 , 26
25.375 , 27
25.4375 , 28
25.4375 , 29
25.4375 , 30
25.4375 , 31
25.4375 , 32
25.4375 , 33
25.4375 , 34
25.375 , 35
25.375 , 36
25.375 , 37
25.375 , 38
25.375 , 39
25.375 , 40
25.375 , 41
25.375 , 42
25.375 , 43
25.375 , 44
25.375 , 45
25.375 , 46
25.375 , 47
25.375 , 48
25.375 , 49
25.375 , 50
25.375 , 51
25.375 , 52
25.375 , 53
25.375 , 54
25.375 , 55
25.375 , 56
25.4375 , 57
25.375 , 58
25.375 , 59
25.375 , 0
25.375 , 1
25.375 , 2
25.375 , 3
25.375 , 4
25.375 , 5
25.375 , 6
25.375 , 7
25.375 , 8
25.375 , 9
25.375 , 10
25.375 , 11
25.375 , 12
25.375 , 13
25.375 , 14
25.375 , 15
25.375 , 16
25.375 , 17
25.375 , 18
25.375 , 19
25.375 , 20
25.375 , 21
25.375 , 22
25.375 , 23
25.375 , 24
25.375 , 25
25.375 , 26
25.375 , 27
25.375 , 28
25.375 , 29
25.375 , 30
25.375 , 31
25.375 , 32
25.375 , 33
25.375 , 34
25.375 , 35
25.375 , 36
25.375 , 37
25.375 , 38
25.375 , 39
25.375 , 40
25.375 , 41
25.375 , 42
25.375 , 43
25.375 , 44
25.375 , 45
25.375 , 46
25.375 , 47
25.375 , 48
25.375 , 49
25.375 , 50
25.375 , 51
25.375 , 52
25.375 , 53
25.375 , 54
25.375 , 55
25.375 , 56
25.375 , 57
25.375 , 58
25.375 , 59
25.375 , 0
25.375 , 1
25.375 , 2
25.375 , 3
25.375 , 4
25.375 , 5
25.375 , 6
25.375 , 7
25.375 , 8
25.375 , 9
25.375 , 10
25.375 , 11
25.375 , 12
25.375 , 13
25.375 , 14
25.375 , 15
25.375 , 16
25.375 , 17
25.375 , 18
25.375 , 19
25.375 , 20
25.375 , 21
25.375 , 22
25.375 , 23
25.375 , 24
25.375 , 25
25.375 , 26
25.375 , 27
25.375 , 28
25.375 , 29
25.375 , 30
25.375 , 31
25.375 , 32
25.375 , 33
25.375 , 34
25.375 , 35
25.375 , 36
25.375 , 37
25.375 , 38
25.3125 , 39
25.375 , 40
25.375 , 41
25.375 , 42
25.375 , 43
25.375 , 44
25.375 , 45
25.3125 , 46
25.375 , 47
25.375 , 48
25.3125 , 49
25.375 , 50
25.375 , 51
25.375 , 52
25.375 , 53
25.375 , 54
25.375 , 55
25.375 , 56
25.375 , 57
25.375 , 58
25.375 , 59
25.375 , 0
25.375 , 1
25.375 , 2
25.375 , 3
25.375 , 4
25.375 , 5
25.375 , 6
25.375 , 7
25.375 , 8
25.375 , 9
25.375 , 10
25.375 , 11
25.375 , 12
25.375 , 13
25.375 , 14
25.4375 , 15
25.375 , 16
25.375 , 17
25.4375 , 18
25.375 , 19
25.375 , 20
25.4375 , 21
25.4375 , 22
25.4375 , 23
25.375 , 24
25.375 , 25
25.4375 , 26
25.375 , 27
25.4375 , 28
25.375 , 29
25.4375 , 30
25.4375 , 31
25.375 , 32
25.4375 , 33
25.4375 , 34
25.375 , 35
25.375 , 36
25.4375 , 37
25.4375 , 38
25.4375 , 39
25.4375 , 40
25.4375 , 41
25.4375 , 42
25.4375 , 43
25.4375 , 44
25.4375 , 45
25.4375 , 46
25.4375 , 47
25.4375 , 48
25.4375 , 49
25.4375 , 50
25.4375 , 51
25.4375 , 52
25.4375 , 53
25.4375 , 54
25.4375 , 55
25.4375 , 56
25.4375 , 57
25.4375 , 58
25.4375 , 59
25.4375 , 0
25.4375 , 1
25.4375 , 2
25.4375 , 3
25.4375 , 4
25.4375 , 5
25.4375 , 6
25.4375 , 7
25.4375 , 8
25.4375 , 9
25.4375 , 10
25.5 , 11
25.4375 , 12
25.4375 , 13
25.4375 , 14
25.4375 , 15
25.4375 , 16
25.4375 , 17
25.4375 , 18
25.5 , 19
25.4375 , 20
25.5 , 21
25.5 , 22
25.5 , 23
25.5 , 24
25.5 , 25
25.5 , 26
25.5 , 27
25.5 , 28
25.5 , 29
25.5 , 30
25.5 , 31
25.5 , 32
25.5 , 33
25.5 , 34
25.5 , 35
25.5 , 36
25.5 , 37
25.5 , 38
25.5 , 39
25.5 , 40
25.5 , 41
25.5 , 42
25.5 , 43
25.5 , 44
25.5 , 45
25.5 , 46
25.5 , 47
25.5625 , 48
25.5625 , 49
25.5 , 50
25.5625 , 51
25.5625 , 52
25.5625 , 53
25.5625 , 54
25.5625 , 55
25.5625 , 56
25.5625 , 57
25.5625 , 58
25.5625 , 59
25.5625 , 0
25.5625 , 1
25.5625 , 2
25.5625 , 3
25.5625 , 4
25.5625 , 5
25.5625 , 6
25.5625 , 7
25.5625 , 8
25.625 , 9
25.625 , 10
25.625 , 11
25.625 , 12
25.625 , 13
25.5625 , 14
25.625 , 15
25.625 , 16
25.625 , 17
25.625 , 18
25.625 , 19
25.625 , 20
25.625 , 21
25.625 , 22
25.625 , 23
25.625 , 24
25.625 , 25
25.625 , 26
25.625 , 27
25.625 , 28
25.6875 , 29
25.625 , 30
25.6875 , 31
25.6875 , 32
25.6875 , 33
25.6875 , 34
25.6875 , 35
25.6875 , 36
25.6875 , 37
25.6875 , 38
25.6875 , 39
25.6875 , 40
25.6875 , 41
25.6875 , 42
25.6875 , 43
25.6875 , 44
25.75 , 45
25.6875 , 46
25.6875 , 47
25.75 , 48
25.6875 , 49
25.6875 , 50
25.75 , 51
25.75 , 52
25.75 , 53
25.75 , 54
25.75 , 55
25.75 , 56
25.75 , 57
25.75 , 58
25.75 , 59
25.75 , 0
25.75 , 1
25.75 , 2
25.75 , 3
25.75 , 4
25.8125 , 5
25.8125 , 6
25.75 , 7
25.8125 , 8
25.8125 , 9
25.8125 , 10
25.8125 , 11
25.8125 , 12
25.8125 , 13
25.8125 , 14
25.8125 , 15
25.8125 , 16
25.8125 , 17
25.8125 , 18
25.8125 , 19
25.8125 , 20
25.8125 , 21
25.8125 , 22
25.8125 , 23
25.8125 , 24
25.8125 , 25
25.8125 , 26
25.875 , 27
25.875 , 28
25.875 , 29
25.875 , 30
25.875 , 31
25.875 , 32
25.875 , 33
25.875 , 34
25.875 , 35
25.875 , 36
25.875 , 37
25.875 , 38
25.875 , 39
25.875 , 40
25.9375 , 41
25.875 , 42
25.875 , 43
25.875 , 44
25.9375 , 45
25.9375 , 46
25.9375 , 47
25.9375 , 48
25.9375 , 49
25.9375 , 50
25.9375 , 51
25.9375 , 52
25.9375 , 53
25.9375 , 54
25.9375 , 55
25.9375 , 56
25.9375 , 57
25.9375 , 58
26.0 , 59
25.9375 , 0
26.0 , 1
26.0 , 2
26.0 , 3
26.0 , 4
26.0 , 5
26.0 , 6
26.0 , 7
26.0 , 8
26.0 , 9
26.0 , 10
26.0 , 11
26.0 , 12
26.0 , 13
26.0 , 14
26.0 , 15
26.0 , 16
26.0 , 17
26.0625 , 18
26.0625 , 19
26.0 , 20
26.0 , 21
26.0 , 22
26.0625 , 23
26.0625 , 24
26.0625 , 25
26.0625 , 26
26.0625 , 27
26.0625 , 28
26.0625 , 29
26.0625 , 30
26.0625 , 31
26.0625 , 32
26.0625 , 33
26.0625 , 34
26.125 , 35
26.0625 , 36
26.125 , 37
26.0625 , 38
26.125 , 39
26.125 , 40
26.0625 , 41
26.125 , 42
26.125 , 43
26.125 , 44
26.125 , 45
26.125 , 46
26.125 , 47
26.125 , 48
26.125 , 49
26.1875 , 50
26.125 , 51
26.125 , 52
26.125 , 53
26.125 , 54
26.125 , 55
26.1875 , 56
26.1875 , 57
26.1875 , 58
26.1875 , 59
26.1875 , 0
26.1875 , 1
26.1875 , 2
26.1875 , 3
26.1875 , 4
26.1875 , 5
26.1875 , 6
26.1875 , 7
26.1875 , 8
26.1875 , 9
26.1875 , 10
26.1875 , 11
26.1875 , 12
26.1875 , 13
26.1875 , 14
26.1875 , 15
26.25 , 16
26.1875 , 17
26.1875 , 18
26.25 , 19
26.25 , 20
26.1875 , 21
26.25 , 22
26.25 , 23
26.25 , 24
26.25 , 25
26.1875 , 26
26.25 , 27
26.25 , 28
26.25 , 29
26.25 , 30
26.25 , 31
26.25 , 32
26.25 , 33
26.25 , 34
26.25 , 35
26.25 , 36
26.25 , 37
26.25 , 38
26.3125 , 39
26.25 , 40
26.25 , 41
26.3125 , 42
26.3125 , 43
26.3125 , 44
26.3125 , 45
26.3125 , 46
26.3125 , 47
26.3125 , 48
26.3125 , 49
26.3125 , 50
26.3125 , 51
26.3125 , 52
26.3125 , 53
26.3125 , 54
26.3125 , 55
26.3125 , 56
26.3125 , 57
26.3125 , 58
26.3125 , 59
26.3125 , 0
26.3125 , 1
26.3125 , 2
26.3125 , 3
26.3125 , 4
26.3125 , 5
